framework,pinned_commit,relative_path,line,behavior_kind,detail,mixed_subclass,classification_basis,source_excerpt,implemented_and_semantically_tested,coverage_gain_claimed
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,104,state_memory,session.get_turn_usage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,turn_usage_list = await session.get_turn_usage(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,115,state_memory,session.get_conversation_by_turns,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,conversation_turns = await session.get_conversation_by_turns(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,126,state_memory,session.get_tool_usage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool_usage = await session.get_tool_usage(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,129,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,"for tool_name, count, turn in tool_usage:",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,138,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,current_items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,157,state_memory,session.get_conversation_turns,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,turns = await session.get_conversation_turns(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,163,state_memory,session.create_branch_from_turn,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,branch_id = await session.create_branch_from_turn(2),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,167,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,branch_items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,189,state_memory,session.store_run_usage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await session.store_run_usage(result),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,199,state_memory,session.store_run_usage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await session.store_run_usage(result),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,203,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,new_conversation = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,220,state_memory,session.list_branches,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,branches = await session.list_branches(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,230,state_memory,session.get_conversation_turns,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,current_turns = await session.get_conversation_turns(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,238,state_memory,session.switch_to_branch,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await session.switch_to_branch(""main"")",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,242,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,main_items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,246,state_memory,session.switch_to_branch,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await session.switch_to_branch(branch_id),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,247,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,branch_items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,251,state_memory,session.switch_to_branch,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await session.switch_to_branch(""main"")",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,252,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,main_final = len(await session.get_items()),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,253,state_memory,session.switch_to_branch,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await session.switch_to_branch(branch_id),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,254,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,branch_final = len(await session.get_items()),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/advanced_sqlite_session_example.py,278,state_memory,session.close,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session.close(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_example.py,16,state_memory,SQLiteSession,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"underlying = SQLiteSession("":memory:"")",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_example.py,19,state_memory,OpenAIResponsesCompactionSession,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,session = OpenAIResponsesCompactionSession(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_example.py,42,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,"for i, prompt in enumerate(prompts, 1):",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_example.py,49,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_example.py,66,state_memory,session.run_compaction,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await session.run_compaction({""force"": True})",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_example.py,71,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_stateless_example.py,15,state_memory,SQLiteSession,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"underlying = SQLiteSession("":memory:"")",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_stateless_example.py,19,state_memory,OpenAIResponsesCompactionSession,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,session = OpenAIResponsesCompactionSession(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_stateless_example.py,42,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,"for i, prompt in enumerate(prompts, 1):",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_stateless_example.py,49,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_stateless_example.py,65,state_memory,session.run_compaction,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await session.run_compaction({""force"": True})",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/compaction_session_stateless_example.py,70,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,93,loop,While,GENUINELY_DYNAMIC,runtime termination or async input controls iteration,while True:,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,94,state_memory,session.ping,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,if await session.ping():,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,124,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,async with DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,143,state_memory,session.clear_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await session.clear_session(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,184,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,all_items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,189,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,latest_items = await session.get_items(limit=2),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,199,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,async with DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,213,state_memory,session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,original_items = await session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,214,state_memory,new_session.get_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,new_items = await new_session.get_items(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,220,state_memory,new_session.clear_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await new_session.clear_session(),NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,237,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,async with DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,243,state_memory,ttl_session.ping,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,if await ttl_session.ping():,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,256,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,async with DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,262,state_memory,eventual_session.ping,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,if await eventual_session.ping():,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,264,state_memory,eventual_session.add_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await eventual_session.add_items([{""role"": ""user"", ""content"": ""Test eventual""}])",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,267,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,async with DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,273,state_memory,strong_session.ping,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,if await strong_session.ping():,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,275,state_memory,strong_session.add_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await strong_session.add_items([{""role"": ""user"", ""content"": ""Test strong""}])",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,282,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,return DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,288,state_memory,get_tenant_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"async with get_tenant_session(""tenant-a"", ""user-123"") as tenant_a_session:",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,289,state_memory,get_tenant_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"async with get_tenant_session(""tenant-b"", ""user-123"") as tenant_b_session:",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,290,state_memory,tenant_a_session.ping,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,if await tenant_a_session.ping() and await tenant_b_session.ping():,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,290,state_memory,tenant_b_session.ping,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,if await tenant_a_session.ping() and await tenant_b_session.ping():,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,291,state_memory,tenant_a_session.add_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await tenant_a_session.add_items([{""role"": ""user"", ""content"": ""Tenant A data""}])",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,292,state_memory,tenant_b_session.add_items,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await tenant_b_session.add_items([{""role"": ""user"", ""content"": ""Tenant B data""}])",NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,385,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,390,state_memory,DaprSession.from_address,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,DaprSession.from_address(,NO,NO
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/dapr_session_example.py,411,state_memory,redis_session.clear_session,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,await redis_session.clear_session(),NO,NO
